Claim,Source,Truth,Sentence_len,Type,Word_avg_len,NN_ratio,NNS_ratio,NNP_ratio,NNPS_ratio,PRP_ratio,PRP$_ratio,WP_ratio,WP$_ratio,Noun_ratio,VB_ratio,VBD_ratio,VBG_ratio,VBN_ratio,VBP_ratio,VBZ_ratio,Verb_ratio,JJ_ratio,JJR_ratio,JJS_ratio,Adj_ratio,RB_ratio,RBR_ratio,RBS_ratio,WRB_ratio,Adv_ratio,CC_ratio,CD_ratio,DT_ratio,EX_ratio,FW_ratio,IN_ratio,LS_ratio,MD_ratio,PDT_ratio,POS_ratio,RP_ratio,SYM_ratio,TO_ratio,UH_ratio,WDT_ratio,Function_ratio,Content_ratio
"A case of novel coronavirus has occurred in Huelva, Spain.",COVID Fake News Dataset,FALSE,10,10,5.1,30,0,20,0,0,0,0,0,50,0,0,0,10,0,10,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,30,70
Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.,COVID Fake News Dataset,FALSE,21,20,5,14.28571429,4.761904762,9.523809524,0,4.761904762,0,0,0,33.33333334,9.523809524,0,0,0,0,9.523809524,19.04761905,4.761904762,0,0,4.761904762,4.761904762,0,0,0,4.761904762,4.761904762,0,9.523809524,0,0,9.523809524,0,4.761904762,0,0,0,0,4.761904762,0,4.761904762,38.0952381,61.90476191
A CBC news report would said that Chinese scientists from a Canadian lab sent the coronavirus to Wuhan.,COVID Fake News Dataset,FALSE,18,18,4.777777778,22.22222222,5.555555556,11.11111111,0,0,0,0,0,38.88888889,0,11.11111111,0,0,0,0,11.11111111,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,16.66666667,0,0,11.11111111,0,5.555555556,0,0,0,0,5.555555556,0,0,38.88888889,61.11111111
Iraqi Ministry of Health demanded to close the border With Iran because of coronavirus.,COVID Fake News Dataset,FALSE,14,13,5.285714286,14.28571429,0,28.57142857,0,0,0,0,0,42.85714286,7.142857143,7.142857143,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,0,28.57142857,0,0,0,0,0,0,7.142857143,0,0,42.85714286,57.14285715
No vaccine can be developed against COVID-19 infection.,MythBusters,FALSE,8,8,6,25,0,12.5,0,0,0,0,0,37.5,12.5,0,0,12.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,37.5,62.5
The new coronavirus was created in a Chinese laboratory and Bill Gates financed its origin.,COVID Fake News Dataset,FALSE,15,15,5.133333333,20,0,13.33333333,0,0,6.666666667,0,0,40,0,13.33333333,0,6.666666667,0,0,20,13.33333333,0,0,13.33333333,0,0,0,0,0,6.666666667,0,13.33333333,0,0,6.666666667,0,0,0,0,0,0,0,0,0,26.66666666,73.33333332
Muslims are violating the lockdown in India by praying in the open.,COVID Fake News Dataset,FALSE,12,10,4.666666667,8.333333333,8.333333333,8.333333333,0,0,0,0,0,25,0,0,16.66666667,0,8.333333333,0,25,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,16.66666667,0,0,25,0,0,0,0,0,0,0,0,0,41.66666667,58.33333334
"In Kuwait, he sneezed during Friday sermon, and the worshipers expelled him.",COVID Fake News Dataset,FALSE,12,12,5.583333333,8.333333333,8.333333333,16.66666667,0,16.66666667,0,0,0,50.00000001,0,16.66666667,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,8.333333333,0,8.333333333,0,0,16.66666667,0,0,0,0,0,0,0,0,0,33.33333334,66.66666668
CDC has released an update on how the novel coronavirus can be transmitted,COVID Fake News Dataset,FALSE,13,13,4.769230769,15.38461538,0,7.692307692,0,0,0,0,0,23.07692307,7.692307692,0,0,15.38461538,0,7.692307692,30.76923076,7.692307692,0,0,7.692307692,0,0,0,7.692307692,7.692307692,0,0,15.38461538,0,0,7.692307692,0,7.692307692,0,0,0,0,0,0,0,30.76923076,69.23076922
The Government publishes the deadline of the containment measures by COVID-19.,COVID Fake News Dataset,FALSE,11,10,6.181818182,18.18181818,9.090909091,18.18181818,0,0,0,0,0,45.45454545,0,0,0,0,0,9.090909091,9.090909091,0,0,0,0,0,0,0,0,0,0,0,27.27272727,0,0,18.18181818,0,0,0,0,0,0,0,0,0,45.45454545,54.54545454
Indian Actor Kamal Hassan put under quarantine.,COVID Fake News Dataset,FALSE,7,7,5.857142857,14.28571429,0,42.85714286,0,0,0,0,0,57.14285715,0,14.28571429,0,0,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428573
Video shows someone shot during celebrations after his COVID-19 treatment.,COVID Fake News Dataset,FALSE,10,10,6.5,40,10,0,0,0,10,0,0,60,0,0,0,0,0,10,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,80
A Chinese SWAT Team takes down a coronavirus suspect,COVID Fake News Dataset,FALSE,9,9,4.888888889,22.22222222,0,22.22222222,0,0,0,0,0,44.44444444,0,0,0,0,0,11.11111111,11.11111111,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,11.11111111,0,0,0,0,33.33333333,66.66666666
American Muslims read namaz in front of Congress against coronavirus.,COVID Fake News Dataset,FALSE,10,10,6,20,0,30,0,0,0,0,0,50,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,70
You can self test coronavirus by a 10-second self check test.,COVID Fake News Dataset,FALSE,11,10,4.636363636,45.45454545,0,0,0,9.090909091,0,0,0,54.54545454,9.090909091,0,0,0,0,0,9.090909091,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,9.090909091,0,0,9.090909091,0,9.090909091,0,0,0,0,0,0,0,27.27272727,72.72727272
Mass vaccination for COVID-19 in Senegal (West Africa) was started yesterday (4/8) and the first 7 children who received it died on the spot.,COVID-19 MISINFO,FALSE,24,23,4.916666667,12.5,4.166666667,20.83333333,0,4.166666667,0,4.166666667,0,45.83333333,0,12.5,0,4.166666667,0,0,16.66666667,4.166666667,0,0,4.166666667,0,0,0,0,0,4.166666667,8.333333333,8.333333333,0,0,12.5,0,0,0,0,0,0,0,0,0,33.33333333,66.66666667
Crocodiles were spotted swimming in the canals of Venice without the bustle of tourists.,COVID Fake News Dataset,FALSE,14,12,5.357142857,14.28571429,21.42857143,7.142857143,0,0,0,0,0,42.85714286,0,7.142857143,0,7.142857143,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,28.57142857,0,0,0,0,0,0,0,0,0,42.85714286,57.14285715
Drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. Spread the information as you can save someone.,COVID Fake News Dataset,FALSE,25,22,5.16,28,4,0,0,4,0,0,0,36,8,0,8,0,0,4,20,8,0,0,8,0,0,0,0,0,12,0,8,0,0,12,0,4,0,0,0,0,0,0,0,36,64
Coronavirus is actually an expanded exosome caused by 5G.,COVID Fake News Dataset,FALSE,9,9,5.444444444,11.11111111,0,11.11111111,0,0,0,0,0,22.22222222,0,0,0,11.11111111,0,11.11111111,22.22222222,11.11111111,0,0,11.11111111,11.11111111,0,0,0,11.11111111,0,11.11111111,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
Drinking bleach may kill the virus,MythBusters,FALSE,6,6,4.833333333,33.33333333,0,0,0,0,0,0,0,33.33333333,16.66666667,0,16.66666667,0,0,0,33.33333334,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,16.66666667,0,0,0,0,0,0,0,33.33333334,66.66666667
People washing hands from the same pond before the prayers at Hazrat Nizamuddin is the reason for the spread of coronavirus in India.,COVID Fake News Dataset,FALSE,23,20,4.826086957,17.39130435,13.04347826,13.04347826,0,0,0,0,0,43.47826087,0,0,4.347826087,0,0,4.347826087,8.695652174,4.347826087,0,0,4.347826087,0,0,0,0,0,0,0,17.39130435,0,0,26.08695652,0,0,0,0,0,0,0,0,0,43.47826087,56.52173913
A dry throat make you more vulnerable to be infected by coronavirus.,COVID Fake News Dataset,FALSE,12,12,4.75,16.66666667,0,0,0,8.333333333,0,0,0,25,8.333333333,0,0,8.333333333,8.333333333,0,25,16.66666667,0,0,16.66666667,0,8.333333333,0,0,8.333333333,0,0,8.333333333,0,0,8.333333333,0,0,0,0,0,0,8.333333333,0,0,25,75.00000001
Drinking pigeon membrane slurry can cure COVID-19.,COVID Fake News Dataset,FALSE,7,7,6.285714286,42.85714286,0,14.28571429,0,0,0,0,0,57.14285715,14.28571429,0,14.28571429,0,0,0,28.57142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,14.28571429,85.71428573
Fauci Backtracks As Cuomo Doubles-Down,ReCOVery,FALSE,5,5,6.8,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,80
There was no delay or cover-up in the Chinese government's response to the COVID-19 outbreak.,COVID-19 MISINFO,FALSE,15,14,5.266666667,33.33333333,0,6.666666667,0,0,0,0,0,40,0,6.666666667,0,0,0,0,6.666666667,6.666666667,0,0,6.666666667,0,0,0,0,0,6.666666667,0,20,6.666666667,0,6.666666667,0,0,0,6.666666667,0,0,6.666666667,0,0,53.33333334,53.33333333
The coronavirus antivirus was discovered by Israeli and Chinese doctors.,COVID Fake News Dataset,FALSE,10,10,6.3,20,10,10,0,0,0,0,0,40,0,10,0,10,0,0,20,10,0,0,10,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,30,70
Only Turkey and Russia did not apply for IMF funds due to the outbreak.,COVID Fake News Dataset,FALSE,14,14,4.142857143,7.142857143,7.142857143,21.42857143,0,0,0,0,0,35.71428572,7.142857143,7.142857143,0,0,0,0,14.28571429,7.142857143,0,0,7.142857143,14.28571429,0,0,0,14.28571429,7.142857143,0,7.142857143,0,0,7.142857143,0,0,0,0,0,0,7.142857143,0,0,28.57142857,71.42857144
In Spain dozens of people faced beatings and shoves with the police because they prevented them from going to a mass to pray against COVID-19.,COVID Fake News Dataset,FALSE,25,24,4.72,8,16,8,0,8,0,0,0,40,4,4,4,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,8,0,0,24,0,0,0,0,0,0,8,0,0,44,56
The coronavirus is a bacteria which expands with 5G.,COVID Fake News Dataset,FALSE,9,9,4.888888889,22.22222222,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,22.22222222,22.22222222,0,0,0,0,0,0,0,0,0,0,11.11111111,22.22222222,0,0,11.11111111,0,0,0,0,0,0,0,0,11.11111111,55.55555555,44.44444444
Gargling warm salt water or vinegar prevents coronavirus infection.,COVID Fake News Dataset,FALSE,9,9,6.555555556,44.44444444,11.11111111,0,0,0,0,0,0,55.55555555,0,0,11.11111111,0,0,0,11.11111111,22.22222222,0,0,22.22222222,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,88.88888888
"No, The UK Hospital Did Not Issue These Guidelines To Prevent COVID-19",COVID Fake News Dataset,FALSE,12,12,5.083333333,0,0,50,0,0,0,0,0,50,8.333333333,0,0,0,0,0,8.333333333,0,0,0,0,8.333333333,0,0,0,8.333333333,0,0,16.66666667,0,0,0,0,0,0,0,0,0,8.333333333,8.333333333,0,33.33333334,66.66666667
Traditional cures and self-checks for the coronavirus.,COVID Fake News Dataset,FALSE,7,7,6.857142857,14.28571429,28.57142857,0,0,0,0,0,0,42.85714286,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,14.28571429,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,42.85714287,57.14285715
Gilead Sciences announced on May 3 2020 that the new medicine for COVID-19 will be ready by next week.,COVID Fake News Dataset,FALSE,19,19,4.421052632,10.52631579,0,15.78947368,5.263157895,0,0,0,0,31.57894737,5.263157895,5.263157895,0,0,0,0,10.52631579,15.78947368,0,0,15.78947368,0,0,0,0,0,0,10.52631579,5.263157895,0,0,21.05263158,0,5.263157895,0,0,0,0,0,0,0,42.10526316,57.89473684
Brazilian company owner who laid off employees because of the pandemic commits suicide.,COVID Fake News Dataset,FALSE,13,13,5.769230769,23.07692308,15.38461538,0,0,0,0,7.692307692,0,46.15384615,0,7.692307692,0,0,0,0,7.692307692,15.38461538,0,0,15.38461538,0,0,0,0,0,0,0,7.692307692,0,0,15.38461538,0,0,0,0,7.692307692,0,0,0,0,30.76923076,69.23076922
A photo shows dead people on the streets of China.,COVID Fake News Dataset,FALSE,10,10,4.1,10,20,10,0,0,0,0,0,40,0,0,0,0,0,10,10,10,0,0,10,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,40,60
People who are filming themselves with medical equipment boxes are Spanish politicians.,COVID Fake News Dataset,FALSE,12,11,6.333333333,8.333333333,25,0,0,8.333333333,0,8.333333333,0,50,0,0,8.333333333,0,16.66666667,0,25,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,8.333333333,91.66666667
Weary Michiganders got an unwelcome surprise from Governor Gretchen Whitmer,ReCOVery,FALSE,10,10,6.6,10,0,40,0,0,0,0,0,50,0,10,0,0,0,0,10,20,0,0,20,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,80
"Congress MP Dr. Shashi Tharoor praised LDF government in Kerala, India for their COVID-19 relief work.",COVID Fake News Dataset,FALSE,16,16,5.5625,18.75,0,50,0,0,6.25,0,0,75,0,6.25,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
Press TV The Lite Bulletin,ReCOVery,FALSE,5,5,4.4,20,0,60,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,80
"COVID-19 is caused by an overactive, dysfunctional, weakened immune system that overreacts, and that's what causes damage to the body.",COVID-19 MISINFO,FALSE,20,20,5.85,20,0,0,0,0,0,5,0,25,0,0,0,10,0,20,30,15,0,0,15,0,0,0,0,0,5,0,15,0,0,5,0,0,0,0,0,0,5,0,5,35,70
"The ex-Health Minister Nikola Todorov, a lawyer by profession, is a consultant of the current Minister of Health for expert advice and expertise in the field of epidemiology.",COVID Fake News Dataset,FALSE,28,23,5.321428571,25,0,17.85714286,0,0,0,0,0,42.85714286,0,0,0,0,0,3.571428571,3.571428571,10.71428571,0,0,10.71428571,0,0,0,0,0,3.571428571,0,17.85714286,0,0,21.42857143,0,0,0,0,0,0,0,0,0,42.85714286,57.14285714
COVID-19 is an airborne disease.,COVID Fake News Dataset,FALSE,5,5,5.6,20,0,20,0,0,0,0,0,40,0,0,0,0,0,20,20,20,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,80
A new outbreak pandemic of hantavirus is coming from China.,COVID Fake News Dataset,FALSE,10,10,5,20,0,10,0,0,0,0,0,30,0,0,10,0,0,10,20,20,0,0,20,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,30,70
US asks Israel to sever burgeoning ties with China: Paper,ReCOVery,FALSE,10,10,4.8,10,10,20,0,10,0,0,0,50,10,0,10,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,20,80
The coronavirus is an exosome related with 5G.,COVID Fake News Dataset,FALSE,8,8,4.875,12.5,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,25,12.5,0,0,12.5,0,0,0,0,0,0,12.5,25,0,0,12.5,0,0,0,0,0,0,0,0,0,50,50
Bollywood Actor Aamir Khan donated money to the poor by concealing it in wheat flour packets.,COVID Fake News Dataset,FALSE,16,16,4.875,12.5,6.25,25,0,6.25,0,0,0,50,0,6.25,6.25,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,6.25,0,0,12.5,0,0,0,0,0,0,6.25,0,0,25,75
"Video of West Sumatra residents, in Indonesia, throwing off Chinese tourists and burning their belongings during the COVID-19 pandemic.",COVID Fake News Dataset,FALSE,19,19,6.263157895,5.263157895,15.78947368,26.31578947,0,0,5.263157895,0,0,52.63157894,0,0,10.52631579,0,0,0,10.52631579,5.263157895,0,0,5.263157895,0,0,0,0,0,5.263157895,0,5.263157895,0,0,15.78947368,0,0,0,0,5.263157895,0,0,0,0,31.57894737,68.42105263
Bollywood Superstar Aamir Khan donated Rs.15000 each to poor slum dwellers in one kg wheat flour packets.,COVID Fake News Dataset,FALSE,17,17,5.235294118,17.64705882,11.76470588,29.41176471,0,0,0,0,0,58.82352941,0,5.882352941,0,0,0,0,5.882352941,11.76470588,0,0,11.76470588,0,0,0,0,0,0,5.882352941,5.882352941,0,0,5.882352941,0,0,0,0,0,0,5.882352941,0,0,23.52941176,76.47058823
Migrants in Mumbai have flocked together and are walking back to their cities during the lockdown.,COVID Fake News Dataset,FALSE,16,16,5.1875,6.25,12.5,6.25,0,0,6.25,0,0,31.25,0,0,6.25,6.25,12.5,0,25,0,0,0,0,12.5,0,0,0,12.5,6.25,0,6.25,0,0,12.5,0,0,0,0,0,0,6.25,0,0,31.25,68.75
Hydroxychloroquine cures COVID-19.,COVID Fake News Dataset,FALSE,3,3,10.66666667,0,0,66.66666667,0,0,0,0,0,66.66666667,0,0,0,0,0,33.33333333,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Vicious Nursing Home Attacker Had COVID-19 and Was Quarantined Among the Elderly Despite Mental Illness and Felony Charges,ReCOVery,FALSE,18,17,5.833333333,0,0,61.11111111,0,0,0,0,0,61.11111111,0,0,0,5.555555556,0,0,5.555555556,5.555555556,0,0,5.555555556,0,0,0,0,0,11.11111111,0,5.555555556,0,0,11.11111111,0,0,0,0,0,0,0,0,0,27.77777778,72.22222222
"A web publication shared hundreds of times on Facebook, Twitter and WhatsApp in Nigeria claims the government will pay each citizen 8,500 naira ($23.60) monthly to encourage Nigerians to stay at home in a bid to slow down the spread of the novel coronavirus.",COVID Fake News Dataset,FALSE,44,38,4.931818182,20.45454545,4.545454545,9.090909091,2.272727273,0,0,0,0,36.36363636,9.090909091,2.272727273,0,0,0,2.272727273,13.63636364,2.272727273,0,0,2.272727273,2.272727273,0,0,0,2.272727273,2.272727273,4.545454545,13.63636364,0,0,13.63636364,0,2.272727273,0,0,2.272727273,0,6.818181818,0,0,45.45454546,54.54545454
Boiled ginger can cure the novel coronavirus.,COVID Fake News Dataset,FALSE,7,7,5.571428571,28.57142857,0,0,0,0,0,0,0,28.57142857,14.28571429,0,0,14.28571429,0,0,28.57142858,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,14.28571429,0,0,0,0,14.28571429,0,0,0,0,0,0,0,28.57142858,71.42857144
Insurance companies stop covering traffic accidents because the coronavirus.,COVID Fake News Dataset,FALSE,9,9,7.555555556,33.33333333,22.22222222,0,0,0,0,0,0,55.55555555,0,0,11.11111111,0,11.11111111,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,22.22222222,77.77777777
"The coronavirus pandemic: nano-chips might be injected together with vaccines, allowing them to control your money",COVID-19 MISINFO,FALSE,16,16,6.3125,12.5,6.25,0,0,6.25,6.25,0,0,31.25,12.5,0,6.25,6.25,0,0,25,12.5,0,0,12.5,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,0,6.25,0,0,0,0,6.25,0,0,25,75
Boldo tea and quina quina tea prevent and even cure COVID-19.,COVID Fake News Dataset,FALSE,11,8,4.636363636,36.36363636,0,18.18181818,0,0,0,0,0,54.54545454,9.090909091,0,0,0,0,0,9.090909091,9.090909091,0,0,9.090909091,9.090909091,0,0,0,9.090909091,18.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,81.81818181
"As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.",COVID Fake News Dataset,FALSE,14,13,5.071428571,7.142857143,7.142857143,14.28571429,0,0,0,0,0,28.57142858,0,7.142857143,0,7.142857143,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,7.142857143,7.142857143,7.142857143,0,0,21.42857143,0,0,0,0,0,0,0,0,0,42.85714286,57.14285715
The new coronavirus can be cured with a bowl of garlic water.,COVID Fake News Dataset,FALSE,12,12,4.166666667,25,0,0,0,0,0,0,0,25,8.333333333,0,0,8.333333333,0,0,16.66666667,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,16.66666667,0,0,16.66666667,0,8.333333333,0,0,0,0,0,0,0,41.66666667,58.33333334
"An alleged audio of a Argentinian prisoner who claims that 1,900 inmates will be released from the Devoto prison as of Monday.",COVID Fake News Dataset,FALSE,22,21,4.863636364,13.63636364,4.545454545,9.090909091,0,0,0,4.545454545,0,31.81818182,4.545454545,0,0,4.545454545,0,4.545454545,13.63636364,9.090909091,0,0,9.090909091,0,0,0,0,0,0,4.545454545,13.63636364,0,0,22.72727273,0,4.545454545,0,0,0,0,0,0,0,45.45454546,54.54545455
Muslims misbehaved with Mumbai police as they tried to stop a large gathering during the month of Ramzan.,COVID Fake News Dataset,FALSE,18,18,4.888888889,11.11111111,11.11111111,11.11111111,0,5.555555556,0,0,0,38.88888889,5.555555556,5.555555556,0,5.555555556,0,0,16.66666667,5.555555556,0,0,5.555555556,0,0,0,0,0,0,0,11.11111111,0,0,22.22222222,0,0,0,0,0,0,5.555555556,0,0,38.88888889,61.11111111
Eminent Indian Bengali Chemist Dr. Prafulla Chandra Roy invented hydroxychloroquine.,COVID Fake News Dataset,FALSE,10,10,7.5,10,0,60,0,0,0,0,0,70,0,10,0,0,0,0,10,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
ID2020 Alliance aims to microchip all allowing vaccine administration,COVID Fake News Dataset,FALSE,9,9,6.777777778,11.11111111,0,22.22222222,0,0,0,0,0,33.33333333,11.11111111,0,11.11111111,0,0,11.11111111,33.33333333,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,11.11111111,0,0,22.22222222,77.77777777
Hoax Website Claims China Planning to Kill Coronavirus Patients,COVID Fake News Dataset,FALSE,9,9,6.111111111,0,11.11111111,77.77777778,0,0,0,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,88.88888889
"If you have recently purchased meth locally, it may be contaminated with the CoronaVirus",COVID-19 MISINFO,FALSE,14,14,5.5,7.142857143,0,7.142857143,0,14.28571429,0,0,0,28.57142858,7.142857143,0,0,14.28571429,7.142857143,0,28.57142858,0,0,0,0,14.28571429,0,0,0,14.28571429,0,0,7.142857143,0,0,14.28571429,0,7.142857143,0,0,0,0,0,0,0,28.57142858,71.42857144
"Video saying that medical complications created by the virus are unexpected for a virus, therefore,anti-inflammatories are the solution.",COVID Fake News Dataset,FALSE,18,16,6.722222222,16.66666667,11.11111111,5.555555556,0,0,0,0,0,33.33333334,0,0,5.555555556,11.11111111,11.11111111,0,27.77777778,5.555555556,0,0,5.555555556,5.555555556,0,0,0,5.555555556,0,0,22.22222222,0,0,11.11111111,0,0,0,0,0,0,0,0,0,33.33333333,72.22222222
A photograph that claims that the pavilion set up in Madrid with beds for homeless people is not being used.,COVID Fake News Dataset,FALSE,20,19,4.45,10,10,5,0,0,0,0,0,25,0,0,5,10,0,10,25,5,0,0,5,5,0,0,0,5,0,0,10,0,0,20,0,0,0,0,5,0,0,0,5,40,60
Video of People in Italy offering Namaz on the streets due to COVID-19.,COVID Fake News Dataset,FALSE,13,13,4.538461538,0,7.692307692,38.46153846,0,0,0,0,0,46.15384615,0,0,7.692307692,0,0,0,7.692307692,7.692307692,0,0,7.692307692,0,0,0,0,0,0,0,7.692307692,0,0,23.07692308,0,0,0,0,0,0,7.692307692,0,0,38.46153846,61.53846154
Mall in Saudi Arabia is crowded after the lockdown has been lifted.,COVID Fake News Dataset,FALSE,12,12,4.666666667,16.66666667,0,16.66666667,0,0,0,0,0,33.33333334,0,0,0,25,0,16.66666667,41.66666667,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,16.66666667,0,0,0,0,0,0,0,0,0,25,75.00000001
Post says no one has died from the coronavirus in the United States.,COVID Fake News Dataset,FALSE,13,12,4.307692308,15.38461538,0,15.38461538,7.692307692,0,0,0,0,38.46153845,0,0,0,7.692307692,0,15.38461538,23.07692307,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,15.38461538,0,0,0,0,0,0,0,0,0,38.46153846,61.53846152
Criminals give contaminated masks from door-to-door to make people fall asleep and rob them.,COVID Fake News Dataset,FALSE,14,14,5.642857143,0,21.42857143,0,0,7.142857143,0,0,0,28.57142857,21.42857143,0,0,7.142857143,7.142857143,0,35.71428572,7.142857143,0,0,7.142857143,7.142857143,0,0,0,7.142857143,7.142857143,0,0,0,0,7.142857143,0,0,0,0,0,0,7.142857143,0,0,21.42857143,78.57142858
